embedding_index,image_path,filename,raw_norm
1669,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01670.jpg,image_01670.jpg,23.754714965820312
6555,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06556.jpg,image_06556.jpg,21.87647247314453
1373,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01374.jpg,image_01374.jpg,23.082441329956055
3509,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_03510.jpg,image_03510.jpg,22.119340896606445
7338,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07339.jpg,image_07339.jpg,22.526752471923828
2513,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02514.jpg,image_02514.jpg,23.093603134155273
5671,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05672.jpg,image_05672.jpg,23.24327278137207
3792,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_03793.jpg,image_03793.jpg,20.798118591308594
4963,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_04964.jpg,image_04964.jpg,23.884246826171875
6575,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06576.jpg,image_06576.jpg,22.792207717895508
6382,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06383.jpg,image_06383.jpg,21.55191993713379
5284,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05285.jpg,image_05285.jpg,21.96138572692871
7142,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07143.jpg,image_07143.jpg,20.572025299072266
2753,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02754.jpg,image_02754.jpg,22.220623016357422
5533,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05534.jpg,image_05534.jpg,21.241390228271484
2585,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02586.jpg,image_02586.jpg,23.07565689086914
6572,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06573.jpg,image_06573.jpg,21.07806396484375
2319,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02320.jpg,image_02320.jpg,22.312007904052734
2957,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02958.jpg,image_02958.jpg,21.0485782623291
5095,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05096.jpg,image_05096.jpg,22.918354034423828
1479,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01480.jpg,image_01480.jpg,20.993227005004883
711,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00712.jpg,image_00712.jpg,21.733909606933594
354,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00355.jpg,image_00355.jpg,23.138904571533203
665,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00666.jpg,image_00666.jpg,20.80891990661621
1193,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01194.jpg,image_01194.jpg,22.940349578857422
642,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00643.jpg,image_00643.jpg,21.209453582763672
2673,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02674.jpg,image_02674.jpg,22.108478546142578
176,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00177.jpg,image_00177.jpg,23.75601577758789
6902,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06903.jpg,image_06903.jpg,23.47273826599121
1197,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01198.jpg,image_01198.jpg,22.384658813476562
786,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00787.jpg,image_00787.jpg,22.618228912353516
8120,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_08121.jpg,image_08121.jpg,21.340576171875
6273,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06274.jpg,image_06274.jpg,20.839031219482422
6280,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06281.jpg,image_06281.jpg,21.71781349182129
91,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00092.jpg,image_00092.jpg,24.20532989501953
1515,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01516.jpg,image_01516.jpg,24.656600952148438
6001,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06002.jpg,image_06002.jpg,20.30309295654297
7943,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07944.jpg,image_07944.jpg,21.262874603271484
7020,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07021.jpg,image_07021.jpg,20.60080909729004
530,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00531.jpg,image_00531.jpg,22.235565185546875
1339,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01340.jpg,image_01340.jpg,21.66231346130371
996,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00997.jpg,image_00997.jpg,21.129615783691406
1176,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01177.jpg,image_01177.jpg,22.266462326049805
2605,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02606.jpg,image_02606.jpg,23.78662109375
7938,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07939.jpg,image_07939.jpg,21.710681915283203
106,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00107.jpg,image_00107.jpg,24.030099868774414
4819,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_04820.jpg,image_04820.jpg,22.287822723388672
1018,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01019.jpg,image_01019.jpg,21.50644874572754
131,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00132.jpg,image_00132.jpg,23.318796157836914
7566,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07567.jpg,image_07567.jpg,21.917062759399414
6814,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06815.jpg,image_06815.jpg,21.905597686767578
3123,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_03124.jpg,image_03124.jpg,22.442153930664062
1480,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01481.jpg,image_01481.jpg,21.772985458374023
5483,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05484.jpg,image_05484.jpg,23.397171020507812
5697,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05698.jpg,image_05698.jpg,22.674427032470703
8143,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_08144.jpg,image_08144.jpg,21.05100440979004
7767,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07768.jpg,image_07768.jpg,21.05668830871582
3244,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_03245.jpg,image_03245.jpg,22.188425064086914
2825,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02826.jpg,image_02826.jpg,22.212011337280273
4080,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_04081.jpg,image_04081.jpg,23.567642211914062
5487,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05488.jpg,image_05488.jpg,21.01580047607422
694,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00695.jpg,image_00695.jpg,21.985095977783203
2598,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02599.jpg,image_02599.jpg,23.027973175048828
1820,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01821.jpg,image_01821.jpg,23.341583251953125
167,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00168.jpg,image_00168.jpg,24.56178092956543
367,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00368.jpg,image_00368.jpg,22.73637580871582
2227,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02228.jpg,image_02228.jpg,22.54255485534668
6021,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06022.jpg,image_06022.jpg,21.97282600402832
835,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00836.jpg,image_00836.jpg,22.735210418701172
6965,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06966.jpg,image_06966.jpg,23.23996353149414
1323,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01324.jpg,image_01324.jpg,21.578582763671875
2887,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02888.jpg,image_02888.jpg,22.522321701049805
1569,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01570.jpg,image_01570.jpg,24.330129623413086
5866,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05867.jpg,image_05867.jpg,23.512609481811523
5409,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05410.jpg,image_05410.jpg,23.163955688476562
5767,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05768.jpg,image_05768.jpg,24.43029022216797
8040,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_08041.jpg,image_08041.jpg,21.52972984313965
1871,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01872.jpg,image_01872.jpg,23.212114334106445
1559,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01560.jpg,image_01560.jpg,23.951295852661133
4761,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_04762.jpg,image_04762.jpg,21.63932991027832
2991,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02992.jpg,image_02992.jpg,22.047561645507812
3611,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_03612.jpg,image_03612.jpg,22.203248977661133
7876,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07877.jpg,image_07877.jpg,22.318004608154297
5304,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_05305.jpg,image_05305.jpg,22.56125259399414
1103,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_01104.jpg,image_01104.jpg,21.597131729125977
7726,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_07727.jpg,image_07727.jpg,21.37076759338379
3813,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_03814.jpg,image_03814.jpg,20.650556564331055
6829,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_06830.jpg,image_06830.jpg,23.106124877929688
2447,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02448.jpg,image_02448.jpg,23.788782119750977
2229,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02230.jpg,image_02230.jpg,22.429569244384766
2807,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_02808.jpg,image_02808.jpg,21.994144439697266
