embedding_index,image_path,filename,raw_norm
0,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00001.jpg,image_00001.jpg,24.193119049072266
1,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00002.jpg,image_00002.jpg,24.359294891357422
2,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00003.jpg,image_00003.jpg,23.925365447998047
3,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00004.jpg,image_00004.jpg,23.343891143798828
4,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00005.jpg,image_00005.jpg,23.794361114501953
5,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00006.jpg,image_00006.jpg,24.080303192138672
6,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00007.jpg,image_00007.jpg,22.882648468017578
7,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00008.jpg,image_00008.jpg,24.899063110351562
8,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00009.jpg,image_00009.jpg,24.047143936157227
9,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00010.jpg,image_00010.jpg,23.97616195678711
10,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00011.jpg,image_00011.jpg,24.410564422607422
11,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00012.jpg,image_00012.jpg,24.50082778930664
12,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00013.jpg,image_00013.jpg,23.62253189086914
13,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00014.jpg,image_00014.jpg,22.321231842041016
14,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00015.jpg,image_00015.jpg,24.36884880065918
15,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00016.jpg,image_00016.jpg,24.377105712890625
16,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00017.jpg,image_00017.jpg,24.836957931518555
17,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00018.jpg,image_00018.jpg,24.095003128051758
18,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00019.jpg,image_00019.jpg,22.457355499267578
19,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00020.jpg,image_00020.jpg,22.883224487304688
20,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00021.jpg,image_00021.jpg,23.368181228637695
21,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00022.jpg,image_00022.jpg,23.83872413635254
22,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00023.jpg,image_00023.jpg,24.096967697143555
23,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00024.jpg,image_00024.jpg,24.196630477905273
24,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00025.jpg,image_00025.jpg,24.00152015686035
25,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00026.jpg,image_00026.jpg,24.221446990966797
26,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00027.jpg,image_00027.jpg,23.85985565185547
27,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00028.jpg,image_00028.jpg,24.163761138916016
28,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00029.jpg,image_00029.jpg,24.38393783569336
29,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00030.jpg,image_00030.jpg,24.162384033203125
30,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00031.jpg,image_00031.jpg,24.231361389160156
31,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00032.jpg,image_00032.jpg,24.759260177612305
32,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00033.jpg,image_00033.jpg,23.950347900390625
33,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00034.jpg,image_00034.jpg,24.015464782714844
34,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00035.jpg,image_00035.jpg,23.751766204833984
35,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00036.jpg,image_00036.jpg,24.02652359008789
36,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00037.jpg,image_00037.jpg,23.9394474029541
37,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00038.jpg,image_00038.jpg,24.308624267578125
38,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00039.jpg,image_00039.jpg,22.669504165649414
39,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00040.jpg,image_00040.jpg,22.4501895904541
40,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00041.jpg,image_00041.jpg,22.58477210998535
41,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00042.jpg,image_00042.jpg,24.53829574584961
42,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00043.jpg,image_00043.jpg,23.832523345947266
43,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00044.jpg,image_00044.jpg,23.625751495361328
44,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00045.jpg,image_00045.jpg,23.0797061920166
45,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00046.jpg,image_00046.jpg,23.82562828063965
46,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00047.jpg,image_00047.jpg,23.614397048950195
47,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00048.jpg,image_00048.jpg,23.949813842773438
48,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00049.jpg,image_00049.jpg,23.76484489440918
49,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00050.jpg,image_00050.jpg,24.186717987060547
50,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00051.jpg,image_00051.jpg,23.7175350189209
51,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00052.jpg,image_00052.jpg,24.008708953857422
52,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00053.jpg,image_00053.jpg,23.98167610168457
53,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00054.jpg,image_00054.jpg,24.539459228515625
54,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00055.jpg,image_00055.jpg,22.998266220092773
55,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00056.jpg,image_00056.jpg,24.136384963989258
56,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00057.jpg,image_00057.jpg,24.83295440673828
57,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00058.jpg,image_00058.jpg,24.234996795654297
58,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00059.jpg,image_00059.jpg,23.801639556884766
59,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00060.jpg,image_00060.jpg,24.22475242614746
60,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00061.jpg,image_00061.jpg,24.4486083984375
61,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00062.jpg,image_00062.jpg,24.657678604125977
62,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00063.jpg,image_00063.jpg,23.590862274169922
63,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00064.jpg,image_00064.jpg,24.2550106048584
64,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00065.jpg,image_00065.jpg,24.163904190063477
65,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00066.jpg,image_00066.jpg,24.349916458129883
66,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00067.jpg,image_00067.jpg,24.24846649169922
67,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00068.jpg,image_00068.jpg,22.204246520996094
68,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00069.jpg,image_00069.jpg,23.217111587524414
69,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00070.jpg,image_00070.jpg,23.3203182220459
70,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00071.jpg,image_00071.jpg,24.71470069885254
71,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00072.jpg,image_00072.jpg,24.20793914794922
72,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00073.jpg,image_00073.jpg,24.106897354125977
73,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00074.jpg,image_00074.jpg,23.293991088867188
74,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00075.jpg,image_00075.jpg,23.75461196899414
75,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00076.jpg,image_00076.jpg,22.89971923828125
76,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00077.jpg,image_00077.jpg,23.761280059814453
77,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00078.jpg,image_00078.jpg,23.1450138092041
78,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00079.jpg,image_00079.jpg,23.694931030273438
79,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00080.jpg,image_00080.jpg,24.70104217529297
80,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00081.jpg,image_00081.jpg,24.70845603942871
81,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00082.jpg,image_00082.jpg,24.184911727905273
82,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00083.jpg,image_00083.jpg,23.43011474609375
83,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00084.jpg,image_00084.jpg,23.434728622436523
84,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00085.jpg,image_00085.jpg,23.969938278198242
85,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00086.jpg,image_00086.jpg,23.390953063964844
86,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00087.jpg,image_00087.jpg,23.337093353271484
87,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00088.jpg,image_00088.jpg,22.282806396484375
88,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00089.jpg,image_00089.jpg,22.4569034576416
89,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00090.jpg,image_00090.jpg,24.25254249572754
90,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00091.jpg,image_00091.jpg,23.657304763793945
91,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00092.jpg,image_00092.jpg,24.20532989501953
92,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00093.jpg,image_00093.jpg,24.56246566772461
93,/nas-ctm01/datasets/public/Oxford102Flowers/jpg/image_00094.jpg,image_00094.jpg,24.45748519897461
